antecedent,consequent,support,confidence
{32},{6 14 30},0.413,0.272
{6 14 44},{34},0.155,0.697
{6 14 34},{44},0.265,0.409
{14 34 44},{6},0.195,0.556
{6 34 44},{14},0.137,0.791
{6 14},{34 44},0.388,0.28
{14 44},{6 34},0.283,0.383
{6 44},{14 34},0.206,0.528
{14 34},{6 44},0.475,0.228
{6 34},{14 44},0.352,0.308
{34 44},{6 14},0.25,0.434
{14},{6 34 44},0.717,0.151
{6},{14 34 44},0.528,0.206
{44},{6 14 34},0.373,0.291
{34},{6 14 44},0.641,0.169
{6 14 34},{48},0.265,0.516
{6 14 48},{34},0.194,0.706
{14 34 48},{6},0.242,0.565
{6 34 48},{14},0.177,0.775
{6 14},{34 48},0.388,0.353
{14 34},{6 48},0.475,0.288
{6 34},{14 48},0.352,0.388
{14 48},{6 34},0.356,0.384
{6 48},{14 34},0.256,0.535
{34 48},{6 14},0.316,0.432
{14},{6 34 48},0.717,0.191
{6},{14 34 48},0.528,0.259
{34},{6 14 48},0.641,0.214
{48},{6 14 34},0.479,0.286
{6 14 34},{49},0.265,0.433
{6 14 49},{34},0.164,0.699
{14 34 49},{6},0.192,0.597
{6 34 49},{14},0.146,0.785
{6 14},{34 49},0.388,0.296
{14 34},{6 49},0.475,0.242
{6 34},{14 49},0.352,0.326
{14 49},{6 34},0.289,0.397
{6 49},{14 34},0.215,0.535
{34 49},{6 14},0.254,0.453
{14},{6 34 49},0.717,0.16
{6},{14 34 49},0.528,0.218
{34},{6 14 49},0.641,0.179
{49},{6 14 34},0.389,0.295
{6 14 34},{16},0.265,0.536
{6 14 16},{34},0.209,0.682
{14 16 34},{6},0.257,0.554
{6 16 34},{14},0.184,0.775
{6 14},{16 34},0.388,0.367
{14 34},{6 16},0.475,0.299
{6 34},{14 16},0.352,0.403
{14 16},{6 34},0.38,0.374
{6 16},{14 34},0.278,0.511
{16 34},{6 14},0.332,0.428
{14},{6 16 34},0.717,0.198
{6},{14 16 34},0.528,0.269
{34},{6 14 16},0.641,0.222
{16},{6 14 34},0.513,0.277
{6 14 34},{26},0.265,0.431
{6 14 26},{34},0.167,0.686
{14 26 34},{6},0.207,0.554
{6 26 34},{14},0.149,0.769
{6 14},{26 34},0.388,0.295
{14 34},{6 26},0.475,0.241
{6 34},{14 26},0.352,0.325
{14 26},{6 34},0.305,0.375
{6 26},{14 34},0.222,0.517
{26 34},{6 14},0.27,0.425
{14},{6 26 34},0.717,0.16
{6},{14 26 34},0.528,0.217
{34},{6 14 26},0.641,0.179
{26},{6 14 34},0.412,0.278
{6 12 14},{34},0.155,0.675
{6 14 34},{12},0.265,0.394
{12 14 34},{6},0.188,0.555
{6 12 34},{14},0.135,0.775
{6 14},{12 34},0.388,0.269
{12 14},{6 34},0.279,0.374
{6 12},{14 34},0.202,0.517
{14 34},{6 12},0.475,0.22
{6 34},{12 14},0.352,0.296
{12 34},{6 14},0.238,0.44
{14},{6 12 34},0.717,0.146
{6},{12 14 34},0.528,0.198
{12},{6 14 34},0.365,0.286
{34},{6 12 14},0.641,0.163
{6 14 34},{46},0.265,0.428
{6 14 46},{34},0.156,0.725
{14 34 46},{6},0.192,0.59
{6 34 46},{14},0.149,0.761
{6 14},{34 46},0.388,0.293
{14 34},{6 46},0.475,0.239
{6 34},{14 46},0.352,0.322
{14 46},{6 34},0.279,0.407
{6 46},{14 34},0.211,0.538
{34 46},{6 14},0.253,0.449
{14},{6 34 46},0.717,0.158
{6},{14 34 46},0.528,0.215
{34},{6 14 46},0.641,0.177
{46},{6 14 34},0.372,0.305
{6 14 34},{32},0.265,0.459
{6 14 32},{34},0.173,0.706
{14 32 34},{6},0.209,0.582
{6 32 34},{14},0.16,0.76
{6 14},{32 34},0.388,0.314
{14 34},{6 32},0.475,0.257
{6 34},{14 32},0.352,0.346
{14 32},{6 34},0.299,0.407
{6 32},{14 34},0.234,0.52
{32 34},{6 14},0.277,0.439
{14},{6 32 34},0.717,0.17
{6},{14 32 34},0.528,0.231
{34},{6 14 32},0.641,0.19
{32},{6 14 34},0.413,0.295
{6 14 48},{16},0.194,0.559
{6 14 16},{48},0.209,0.52
{14 16 48},{6},0.193,0.563
{6 16 48},{14},0.137,0.791
{6 14},{16 48},0.388,0.28
{14 48},{6 16},0.356,0.305
{6 48},{14 16},0.256,0.424
{14 16},{6 48},0.38,0.286
{6 16},{14 48},0.278,0.39
{16 48},{6 14},0.248,0.437
{14},{6 16 48},0.717,0.151
{6},{14 16 48},0.528,0.206
{48},{6 14 16},0.479,0.226
{16},{6 14 48},0.513,0.211
{6 19 30},{18},0.179,0.743
{6 18 30},{19},0.222,0.599
{18 19 30},{6},0.237,0.561
{6 18 19},{30},0.222,0.598
{6 30},{18 19},0.307,0.433
{19 30},{6 18},0.316,0.42
{6 19},{18 30},0.298,0.445
{18 30},{6 19},0.397,0.335
{6 18},{19 30},0.382,0.348
{18 19},{6 30},0.4,0.332
{30},{6 18 19},0.563,0.236
{6},{18 19 30},0.528,0.252
{19},{6 18 30},0.54,0.246
{18},{6 19 30},0.705,0.188
{6 19 34},{18},0.204,0.76
{6 18 34},{19},0.262,0.592
{6 18 19},{34},0.222,0.699
{18 19 34},{6},0.274,0.566
{6 34},{18 19},0.352,0.44
{6 19},{18 34},0.298,0.52
{19 34},{6 18},0.36,0.431
{6 18},{19 34},0.382,0.406
{18 34},{6 19},0.466,0.333
{18 19},{6 34},0.4,0.388
{6},{18 19 34},0.528,0.294
{34},{6 18 19},0.641,0.242
{19},{6 18 34},0.54,0.288
{18},{6 19 34},0.705,0.22
{6 18 19},{48},0.222,0.52
{6 19 48},{18},0.151,0.762
{6 18 48},{19},0.191,0.606
{18 19 48},{6},0.201,0.575
{6 19},{18 48},0.298,0.387
{6 18},{19 48},0.382,0.302
{18 19},{6 48},0.4,0.289
{6 48},{18 19},0.256,0.451
{19 48},{6 18},0.268,0.431
{18 48},{6 19},0.348,0.332
{6},{18 19 48},0.528,0.219
{19},{6 18 48},0.54,0.214
{18},{6 19 48},0.705,0.164
{48},{6 18 19},0.479,0.241
{6 18 19},{16},0.222,0.544
{6 16 19},{18},0.161,0.749
{6 16 18},{19},0.204,0.592
{16 18 19},{6},0.215,0.562
{6 19},{16 18},0.298,0.405
{6 18},{16 19},0.382,0.316
{18 19},{6 16},0.4,0.302
{6 16},{18 19},0.278,0.434
{16 19},{6 18},0.286,0.422
{16 18},{6 19},0.369,0.328
{6},{16 18 19},0.528,0.229
{19},{6 16 18},0.54,0.224
{18},{6 16 19},0.705,0.171
{16},{6 18 19},0.513,0.235
{6 18 19},{32},0.222,0.474
{6 19 32},{18},0.132,0.795
{6 18 32},{19},0.176,0.597
{18 19 32},{6},0.176,0.598
{6 19},{18 32},0.298,0.352
{6 18},{19 32},0.382,0.275
{18 19},{6 32},0.4,0.263
{6 32},{18 19},0.234,0.449
{19 32},{6 18},0.226,0.465
{18 32},{6 19},0.304,0.346
{6},{18 19 32},0.528,0.199
{19},{6 18 32},0.54,0.195
{18},{6 19 32},0.705,0.149
{32},{6 18 19},0.413,0.255
{6 30 34},{18},0.208,0.743
{6 18 30},{34},0.222,0.697
{18 30 34},{6},0.27,0.573
{6 18 34},{30},0.262,0.59
{6 30},{18 34},0.307,0.504
{30 34},{6 18},0.368,0.42
{6 34},{18 30},0.352,0.438
{18 30},{6 34},0.397,0.389
{6 18},{30 34},0.382,0.405
{18 34},{6 30},0.466,0.331
{30},{6 18 34},0.563,0.274
{6},{18 30 34},0.528,0.293
{34},{6 18 30},0.641,0.241
{18},{6 30 34},0.705,0.219
{6 18 30},{48},0.222,0.535
{6 30 48},{18},0.154,0.767
{18 30 48},{6},0.205,0.577
{6 18 48},{30},0.191,0.622
{6 30},{18 48},0.307,0.386
{18 30},{6 48},0.397,0.299
{6 18},{30 48},0.382,0.31
{30 48},{6 18},0.282,0.42
{6 48},{18 30},0.256,0.463
{18 48},{6 30},0.348,0.341
{30},{6 18 48},0.563,0.21
{6},{18 30 48},0.528,0.225
{18},{6 30 48},0.705,0.168
{48},{6 18 30},0.479,0.247
{6 18 30},{16},0.222,0.536
{6 16 30},{18},0.164,0.725
{16 18 30},{6},0.206,0.578
{6 16 18},{30},0.204,0.582
{6 30},{16 18},0.307,0.387
{18 30},{6 16},0.397,0.299
{6 18},{16 30},0.382,0.311
{16 30},{6 18},0.29,0.41
{6 16},{18 30},0.278,0.427
{16 18},{6 30},0.369,0.322
{30},{6 16 18},0.563,0.211
{6},{16 18 30},0.528,0.225
{18},{6 16 30},0.705,0.168
{16},{6 18 30},0.513,0.231
{6 18 30},{46},0.222,0.461
{6 30 46},{18},0.132,0.775
{18 30 46},{6},0.17,0.602
{6 18 46},{30},0.165,0.619
{6 30},{18 46},0.307,0.333
{18 30},{6 46},0.397,0.257
{6 18},{30 46},0.382,0.267
{30 46},{6 18},0.226,0.452
{6 46},{18 30},0.211,0.484
{18 46},{6 30},0.28,0.364
{30},{6 18 46},0.563,0.181
{6},{18 30 46},0.528,0.194
{18},{6 30 46},0.705,0.145
{46},{6 18 30},0.372,0.274
{6 18 30},{32},0.222,0.474
{6 30 32},{18},0.144,0.729
{18 30 32},{6},0.176,0.597
{6 18 32},{30},0.176,0.597
{6 30},{18 32},0.307,0.343
{18 30},{6 32},0.397,0.265
{6 18},{30 32},0.382,0.275
{30 32},{6 18},0.245,0.43
{6 32},{18 30},0.234,0.449
{18 32},{6 30},0.304,0.346
{30},{6 18 32},0.563,0.187
{6},{18 30 32},0.528,0.199
{18},{6 30 32},0.705,0.149
{32},{6 18 30},0.413,0.255
{6 34 44},{18},0.137,0.779
{6 18 44},{34},0.153,0.699
{18 34 44},{6},0.188,0.567
{6 18 34},{44},0.262,0.408
{6 44},{18 34},0.206,0.519
{34 44},{6 18},0.25,0.428
{6 34},{18 44},0.352,0.303
{18 44},{6 34},0.271,0.394
{6 18},{34 44},0.382,0.28
{18 34},{6 44},0.466,0.229
{44},{6 18 34},0.373,0.286
{6},{18 34 44},0.528,0.202
{34},{6 18 44},0.641,0.167
{18},{6 34 44},0.705,0.151
{6 18 34},{48},0.262,0.516
{6 34 48},{18},0.177,0.766
{6 18 48},{34},0.191,0.709
{18 34 48},{6},0.235,0.574
{6 34},{18 48},0.352,0.384
{6 18},{34 48},0.382,0.354
{18 34},{6 48},0.466,0.29
{6 48},{18 34},0.256,0.528
{34 48},{6 18},0.316,0.427
{18 48},{6 34},0.348,0.389
{6},{18 34 48},0.528,0.256
{34},{6 18 48},0.641,0.211
{18},{6 34 48},0.705,0.192
{48},{6 18 34},0.479,0.282
{6 18 34},{49},0.262,0.437
{6 34 49},{18},0.146,0.783
{6 18 49},{34},0.163,0.7
{18 34 49},{6},0.188,0.609
{6 34},{18 49},0.352,0.325
{6 18},{34 49},0.382,0.3
{18 34},{6 49},0.466,0.245
{6 49},{18 34},0.215,0.533
{34 49},{6 18},0.254,0.451
{18 49},{6 34},0.283,0.404
{6},{18 34 49},0.528,0.217
{34},{6 18 49},0.641,0.179
{18},{6 34 49},0.705,0.162
{49},{6 18 34},0.389,0.294
{6 18 34},{16},0.262,0.532
{6 16 34},{18},0.184,0.76
{6 16 18},{34},0.204,0.683
{16 18 34},{6},0.246,0.568
{6 34},{16 18},0.352,0.396
{6 18},{16 34},0.382,0.365
{18 34},{6 16},0.466,0.299
{6 16},{18 34},0.278,0.501
{16 34},{6 18},0.332,0.42
{16 18},{6 34},0.369,0.378
{6},{16 18 34},0.528,0.264
{34},{6 16 18},0.641,0.218
{18},{6 16 34},0.705,0.198
{16},{6 18 34},0.513,0.272
{6 26 34},{18},0.149,0.76
{6 18 34},{26},0.262,0.432
{6 18 26},{34},0.164,0.689
{18 26 34},{6},0.203,0.558
{6 34},{18 26},0.352,0.321
{6 26},{18 34},0.222,0.511
{26 34},{6 18},0.27,0.42
{6 18},{26 34},0.382,0.296
{18 34},{6 26},0.466,0.242
{18 26},{6 34},0.299,0.378
{6},{18 26 34},0.528,0.214
{34},{6 18 26},0.641,0.177
{26},{6 18 34},0.412,0.274
{18},{6 26 34},0.705,0.16
{6 12 34},{18},0.135,0.775
{6 18 34},{12},0.262,0.399
{6 12 18},{34},0.151,0.689
{12 18 34},{6},0.187,0.558
{6 34},{12 18},0.352,0.296
{6 12},{18 34},0.202,0.517
{12 34},{6 18},0.238,0.44
{6 18},{12 34},0.382,0.274
{18 34},{6 12},0.466,0.224
{12 18},{6 34},0.273,0.383
{6},{12 18 34},0.528,0.198
{34},{6 12 18},0.641,0.163
{12},{6 18 34},0.365,0.286
{18},{6 12 34},0.705,0.148
{6 18 34},{46},0.262,0.457
{6 34 46},{18},0.149,0.803
{6 18 46},{34},0.165,0.727
{18 34 46},{6},0.194,0.617
{6 34},{18 46},0.352,0.34
{6 18},{34 46},0.382,0.314
{18 34},{6 46},0.466,0.257
{6 46},{18 34},0.211,0.568
{34 46},{6 18},0.253,0.474
{18 46},{6 34},0.28,0.427
{6},{18 34 46},0.528,0.227
{34},{6 18 46},0.641,0.187
{18},{6 34 46},0.705,0.17
{46},{6 18 34},0.372,0.322
{6 18 34},{32},0.262,0.475
{6 32 34},{18},0.16,0.777
{6 18 32},{34},0.176,0.706
{18 32 34},{6},0.209,0.595
{6 34},{18 32},0.352,0.353
{6 18},{32 34},0.382,0.326
{18 34},{6 32},0.466,0.267
{6 32},{18 34},0.234,0.531
{32 34},{6 18},0.277,0.449
{18 32},{6 34},0.304,0.41
{6},{18 32 34},0.528,0.236
{34},{6 18 32},0.641,0.194
{18},{6 32 34},0.705,0.177
{32},{6 18 34},0.413,0.302
{6 18 48},{16},0.191,0.555
{6 16 48},{18},0.137,0.771
{6 16 18},{48},0.204,0.518
{16 18 48},{6},0.184,0.576
{6 48},{16 18},0.256,0.413
{6 18},{16 48},0.382,0.277
{18 48},{6 16},0.348,0.304
{6 16},{18 48},0.278,0.38
{16 48},{6 18},0.248,0.427
{16 18},{6 48},0.369,0.287
{6},{16 18 48},0.528,0.201
{48},{6 16 18},0.479,0.221
{18},{6 16 48},0.705,0.15
{16},{6 18 48},0.513,0.206
{6 19 30},{34},0.179,0.69
{6 30 34},{19},0.208,0.594
{19 30 34},{6},0.215,0.575
{6 19 34},{30},0.204,0.605
{6 30},{19 34},0.307,0.403
{19 30},{6 34},0.316,0.39
{6 19},{30 34},0.298,0.414
{30 34},{6 19},0.368,0.335
{6 34},{19 30},0.352,0.35
{19 34},{6 30},0.36,0.343
{30},{6 19 34},0.563,0.219
{6},{19 30 34},0.528,0.234
{19},{6 30 34},0.54,0.229
{34},{6 19 30},0.641,0.193
{6 19 34},{48},0.204,0.516
{6 19 48},{34},0.151,0.696
{6 34 48},{19},0.177,0.597
{19 34 48},{6},0.178,0.594
{6 19},{34 48},0.298,0.353
{6 34},{19 48},0.352,0.299
{19 34},{6 48},0.36,0.293
{6 48},{19 34},0.256,0.412
{19 48},{6 34},0.268,0.394
{34 48},{6 19},0.316,0.333
{6},{19 34 48},0.528,0.2
{19},{6 34 48},0.54,0.195
{34},{6 19 48},0.641,0.165
{48},{6 19 34},0.479,0.22
{6 19 34},{16},0.204,0.515
{6 16 19},{34},0.161,0.652
{6 16 34},{19},0.184,0.573
{16 19 34},{6},0.19,0.554
{6 19},{16 34},0.298,0.352
{6 34},{16 19},0.352,0.298
{19 34},{6 16},0.36,0.292
{6 16},{19 34},0.278,0.378
{16 19},{6 34},0.286,0.367
{16 34},{6 19},0.332,0.316
{6},{16 19 34},0.528,0.199
{19},{6 16 34},0.54,0.195
{34},{6 16 19},0.641,0.164
{16},{6 19 34},0.513,0.205
{6 30 34},{48},0.208,0.523
{6 30 48},{34},0.154,0.704
{30 34 48},{6},0.191,0.571
{6 34 48},{30},0.177,0.616
{6 30},{34 48},0.307,0.355
{30 34},{6 48},0.368,0.296
{6 34},{30 48},0.352,0.309
{30 48},{6 34},0.282,0.385
{6 48},{30 34},0.256,0.425
{34 48},{6 30},0.316,0.344
{30},{6 34 48},0.563,0.193
{6},{30 34 48},0.528,0.206
{34},{6 30 48},0.641,0.17
{48},{6 30 34},0.479,0.227
{6 30 34},{16},0.208,0.518
{6 16 30},{34},0.164,0.658
{16 30 34},{6},0.192,0.562
{6 16 34},{30},0.184,0.587
{6 30},{16 34},0.307,0.351
{30 34},{6 16},0.368,0.293
{6 34},{16 30},0.352,0.306
{16 30},{6 34},0.29,0.372
{6 16},{30 34},0.278,0.387
{16 34},{6 30},0.332,0.324
{30},{6 16 34},0.563,0.191
{6},{16 30 34},0.528,0.204
{34},{6 16 30},0.641,0.168
{16},{6 30 34},0.513,0.21
{6 30 34},{32},0.208,0.483
{6 30 32},{34},0.144,0.697
{30 32 34},{6},0.17,0.593
{6 32 34},{30},0.16,0.627
{6 30},{32 34},0.307,0.328
{30 34},{6 32},0.368,0.273
{6 34},{30 32},0.352,0.285
{30 32},{6 34},0.245,0.411
{6 32},{30 34},0.234,0.429
{32 34},{6 30},0.277,0.362
{30},{6 32 34},0.563,0.178
{6},{30 32 34},0.528,0.19
{34},{6 30 32},0.641,0.157
{32},{6 30 34},0.413,0.243
{11 14 34},{18},0.139,0.764
{14 18 34},{11},0.36,0.294
{11 14 18},{34},0.149,0.71
{11 18 34},{14},0.141,0.75
{14 34},{11 18},0.475,0.223
{11 14},{18 34},0.199,0.533
{11 34},{14 18},0.19,0.56
{14 18},{11 34},0.527,0.201
{18 34},{11 14},0.466,0.227
{11 18},{14 34},0.205,0.518
{14},{11 18 34},0.717,0.148
{34},{11 14 18},0.641,0.166
{11},{14 18 34},0.282,0.376
{18},{11 14 34},0.705,0.15
{14 19 20},{18},0.124,0.815
{14 18 20},{19},0.159,0.636
{14 18 19},{20},0.306,0.332
{18 19 20},{14},0.122,0.831
{14 20},{18 19},0.205,0.494
{14 19},{18 20},0.399,0.254
{19 20},{14 18},0.156,0.648
{14 18},{19 20},0.527,0.192
{18 20},{14 19},0.202,0.503
{18 19},{14 20},0.4,0.254
{14},{18 19 20},0.717,0.142
{20},{14 18 19},0.271,0.375
{19},{14 18 20},0.54,0.188
{18},{14 19 20},0.705,0.144
{14 19 21},{18},0.136,0.77
{14 18 21},{19},0.175,0.601
{14 18 19},{21},0.306,0.344
{18 19 21},{14},0.132,0.795
{14 21},{18 19},0.233,0.452
{14 19},{18 21},0.399,0.263
{19 21},{14 18},0.175,0.602
{14 18},{19 21},0.527,0.199
{18 21},{14 19},0.223,0.472
{18 19},{14 21},0.4,0.263
{14},{18 19 21},0.717,0.147
{21},{14 18 19},0.307,0.343
{19},{14 18 21},0.54,0.195
{18},{14 19 21},0.705,0.149
{14 19 28},{18},0.147,0.77
{14 18 28},{19},0.192,0.589
{14 18 19},{28},0.306,0.37
{18 19 28},{14},0.141,0.803
{14 28},{18 19},0.257,0.441
{14 19},{18 28},0.399,0.283
{19 28},{14 18},0.19,0.596
{14 18},{19 28},0.527,0.215
{18 28},{14 19},0.244,0.463
{18 19},{14 28},0.4,0.283
{14},{18 19 28},0.717,0.158
{28},{14 18 19},0.342,0.33
{19},{14 18 28},0.54,0.21
{18},{14 19 28},0.705,0.16
{14 19 30},{18},0.241,0.774
{14 18 30},{19},0.31,0.601
{18 19 30},{14},0.237,0.786
{14 18 19},{30},0.306,0.609
{14 30},{18 19},0.421,0.442
{19 30},{14 18},0.316,0.589
{14 19},{18 30},0.399,0.466
{18 30},{14 19},0.397,0.469
{14 18},{19 30},0.527,0.353
{18 19},{14 30},0.4,0.466
{30},{14 18 19},0.563,0.331
{14},{18 19 30},0.717,0.26
{19},{14 18 30},0.54,0.345
{18},{14 19 30},0.705,0.264
{14 19 34},{18},0.275,0.783
{14 18 34},{19},0.36,0.597
{14 18 19},{34},0.306,0.704
{18 19 34},{14},0.274,0.786
{14 34},{18 19},0.475,0.453
{14 19},{18 34},0.399,0.539
{19 34},{14 18},0.36,0.598
{14 18},{19 34},0.527,0.408
{18 34},{14 19},0.466,0.461
{18 19},{14 34},0.4,0.538
{14},{18 19 34},0.717,0.3
{34},{14 18 19},0.641,0.336
{19},{14 18 34},0.54,0.399
{18},{14 19 34},0.705,0.305
{14 19 44},{18},0.165,0.782
{14 18 44},{19},0.212,0.61
{14 18 19},{44},0.306,0.424
{18 19 44},{14},0.159,0.812
{14 44},{18 19},0.283,0.458
{14 19},{18 44},0.399,0.324
{19 44},{14 18},0.213,0.609
{14 18},{19 44},0.527,0.246
{18 44},{14 19},0.271,0.478
{18 19},{14 44},0.4,0.324
{14},{18 19 44},0.717,0.181
{44},{14 18 19},0.373,0.347
{19},{14 18 44},0.54,0.24
{18},{14 19 44},0.705,0.184
{14 18 19},{48},0.306,0.527
{14 19 48},{18},0.21,0.769
{14 18 48},{19},0.27,0.596
{18 19 48},{14},0.201,0.802
{14 19},{18 48},0.399,0.404
{14 18},{19 48},0.527,0.306
{18 19},{14 48},0.4,0.403
{14 48},{18 19},0.356,0.453
{19 48},{14 18},0.268,0.602
{18 48},{14 19},0.348,0.464
{14},{18 19 48},0.717,0.225
{19},{14 18 48},0.54,0.299
{18},{14 19 48},0.705,0.229
{48},{14 18 19},0.479,0.337
{14 18 19},{49},0.306,0.439
{14 19 49},{18},0.171,0.785
{14 18 49},{19},0.219,0.612
{18 19 49},{14},0.169,0.794
{14 19},{18 49},0.399,0.336
{14 18},{19 49},0.527,0.254
{18 19},{14 49},0.4,0.336
{14 49},{18 19},0.289,0.464
{19 49},{14 18},0.219,0.612
{18 49},{14 19},0.283,0.474
{14},{18 19 49},0.717,0.187
{19},{14 18 49},0.54,0.249
{18},{14 19 49},0.705,0.19
{49},{14 18 19},0.389,0.345
{14 15 19},{18},0.13,0.789
{14 15 18},{19},0.164,0.623
{15 18 19},{14},0.134,0.764
{14 18 19},{15},0.306,0.335
{14 15},{18 19},0.221,0.464
{15 19},{14 18},0.175,0.587
{14 19},{15 18},0.399,0.256
{15 18},{14 19},0.223,0.46
{14 18},{15 19},0.527,0.194
{18 19},{14 15},0.4,0.256
{15},{14 18 19},0.305,0.336
{14},{15 18 19},0.717,0.143
{19},{14 15 18},0.54,0.19
{18},{14 15 19},0.705,0.145
{14 18 19},{16},0.306,0.534
{14 16 19},{18},0.214,0.762
{14 16 18},{19},0.28,0.582
{16 18 19},{14},0.215,0.759
{14 19},{16 18},0.399,0.409
{14 18},{16 19},0.527,0.309
{18 19},{14 16},0.4,0.408
{14 16},{18 19},0.38,0.43
{16 19},{14 18},0.286,0.57
{16 18},{14 19},0.369,0.443
{14},{16 18 19},0.717,0.228
{19},{14 16 18},0.54,0.302
{18},{14 16 19},0.705,0.231
{16},{14 18 19},0.513,0.318
{14 18 19},{26},0.306,0.455
{14 19 26},{18},0.176,0.791
{14 18 26},{19},0.232,0.599
{18 19 26},{14},0.176,0.793
{14 19},{18 26},0.399,0.348
{14 18},{19 26},0.527,0.264
{18 19},{14 26},0.4,0.348
{14 26},{18 19},0.305,0.456
{19 26},{14 18},0.233,0.598
{18 26},{14 19},0.299,0.465
{14},{18 19 26},0.717,0.194
{19},{14 18 26},0.54,0.258
{18},{14 19 26},0.705,0.197
{26},{14 18 19},0.412,0.337
{12 14 19},{18},0.162,0.811
{12 14 18},{19},0.216,0.611
{14 18 19},{12},0.306,0.431
{12 18 19},{14},0.161,0.816
{12 14},{18 19},0.279,0.472
{14 19},{12 18},0.399,0.33
{12 19},{14 18},0.204,0.646
{14 18},{12 19},0.527,0.25
{12 18},{14 19},0.273,0.483
{18 19},{12 14},0.4,0.33
{14},{12 18 19},0.717,0.184
{12},{14 18 19},0.365,0.361
{19},{12 14 18},0.54,0.244
{18},{12 14 19},0.705,0.187
{14 19 42},{18},0.133,0.777
{14 18 42},{19},0.173,0.6
{14 18 19},{42},0.306,0.34
{18 19 42},{14},0.13,0.795
{14 42},{18 19},0.234,0.444
{14 19},{18 42},0.399,0.26
{19 42},{14 18},0.175,0.594
{14 18},{19 42},0.527,0.197
{18 42},{14 19},0.224,0.463
{18 19},{14 42},0.4,0.26
{14},{18 19 42},0.717,0.145
{42},{14 18 19},0.317,0.327
{19},{14 18 42},0.54,0.192
{18},{14 19 42},0.705,0.147
{14 18 19},{46},0.306,0.413
{14 19 46},{18},0.161,0.783
{14 18 46},{19},0.215,0.586
{18 19 46},{14},0.16,0.789
{14 19},{18 46},0.399,0.316
{14 18},{19 46},0.527,0.239
{18 19},{14 46},0.4,0.316
{14 46},{18 19},0.279,0.452
{19 46},{14 18},0.206,0.613
{18 46},{14 19},0.28,0.45
{14},{18 19 46},0.717,0.176
{19},{14 18 46},0.54,0.234
{18},{14 19 46},0.705,0.179
{46},{14 18 19},0.372,0.339
{14 18 19},{32},0.306,0.448
{14 19 32},{18},0.169,0.81
{14 18 32},{19},0.231,0.593
{18 19 32},{14},0.176,0.778
{14 19},{18 32},0.399,0.343
{14 18},{19 32},0.527,0.259
{18 19},{14 32},0.4,0.342
{14 32},{18 19},0.299,0.457
{19 32},{14 18},0.226,0.606
{18 32},{14 19},0.304,0.451
{14},{18 19 32},0.717,0.191
{19},{14 18 32},0.54,0.254
{18},{14 19 32},0.705,0.194
{32},{14 18 19},0.413,0.331
{14 19 39},{18},0.134,0.788
{14 18 39},{19},0.175,0.602
{18 19 39},{14},0.137,0.771
{14 18 19},{39},0.306,0.345
{14 39},{18 19},0.234,0.45
{19 39},{14 18},0.178,0.593
{14 19},{18 39},0.399,0.264
{18 39},{14 19},0.229,0.461
{14 18},{19 39},0.527,0.2
{18 19},{14 39},0.4,0.264
{39},{14 18 19},0.316,0.334
{14},{18 19 39},0.717,0.147
{19},{14 18 39},0.54,0.195
{18},{14 19 39},0.705,0.15
{14 20 34},{18},0.136,0.816
{14 18 34},{20},0.36,0.308
{14 18 20},{34},0.159,0.697
{18 20 34},{14},0.138,0.806
{14 34},{18 20},0.475,0.234
{14 20},{18 34},0.205,0.541
{20 34},{14 18},0.177,0.628
{14 18},{20 34},0.527,0.211
{18 34},{14 20},0.466,0.238
{18 20},{14 34},0.202,0.551
{14},{18 20 34},0.717,0.155
{34},{14 18 20},0.641,0.173
{20},{14 18 34},0.271,0.411
{18},{14 20 34},0.705,0.158
{14 21 30},{18},0.143,0.751
{14 18 30},{21},0.31,0.347
{18 21 30},{14},0.133,0.809
{14 18 21},{30},0.175,0.615
{14 30},{18 21},0.421,0.255
{21 30},{14 18},0.182,0.59
{14 21},{18 30},0.233,0.462
{18 30},{14 21},0.397,0.271
{14 18},{21 30},0.527,0.204
{18 21},{14 30},0.223,0.483
{30},{14 18 21},0.563,0.191
{14},{18 21 30},0.717,0.15
{21},{14 18 30},0.307,0.35
{18},{14 21 30},0.705,0.152
{14 21 34},{18},0.152,0.754
{14 18 21},{34},0.175,0.655
{14 18 34},{21},0.36,0.318
{18 21 34},{14},0.143,0.798
{14 21},{18 34},0.233,0.492
{14 34},{18 21},0.475,0.241
{21 34},{14 18},0.196,0.583
{14 18},{21 34},0.527,0.217
{18 21},{14 34},0.223,0.514
{18 34},{14 21},0.466,0.245
{14},{18 21 34},0.717,0.16
{21},{14 18 34},0.307,0.373
{34},{14 18 21},0.641,0.179
{18},{14 21 34},0.705,0.162
{14 28 30},{18},0.154,0.764
{14 18 30},{28},0.31,0.38
{18 28 30},{14},0.14,0.84
{14 18 28},{30},0.192,0.613
{14 30},{18 28},0.421,0.28
{28 30},{14 18},0.196,0.6
{14 28},{18 30},0.257,0.459
{18 30},{14 28},0.397,0.297
{14 18},{28 30},0.527,0.223
{18 28},{14 30},0.244,0.482
{30},{14 18 28},0.563,0.209
{14},{18 28 30},0.717,0.164
{28},{14 18 30},0.342,0.344
{18},{14 28 30},0.705,0.167
{14 28 34},{18},0.179,0.763
{14 18 34},{28},0.36,0.378
{14 18 28},{34},0.192,0.708
{18 28 34},{14},0.169,0.805
{14 34},{18 28},0.475,0.287
